return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET004366,ORD0028298,SKU012338,2025-10-15,arrived after event,187.86,Processed
RET004367,ORD0071857,SKU006408,2026-01-05,size chart misleading,1012.51,Processed
RET004368,ORD0054799,SKU001280,2026-04-12,Damaged in transit,1230.03,Processed
RET004369,ORD0047279,SKU003112,2025-06-10,not as described,594.01,Processed
RET004370,ORD0041132,SKU002297,2025-02-05,Doesn't fit properly,1255.87,Processed
RET004371,ORD0096959,SKU001015,2025-03-28,arrived after event,1019.66,Processed
RET004372,ORD0041337,SKU001420,2025-04-02,item damaged,1057.36,Rejected
RET004373,ORD0007259,SKU001025,2025-10-26,item damaged,536.97,Processed
RET004374,ORD0117330,SKU006348,2026-05-11,cheap material,3794.55,Processed
RET004375,ORD0024948,SKU011486,2025-07-04,Doesn't fit properly,1040.42,Processed
RET004376,ORD0014177,SKU011633,2026-02-24,wrong colour delivered,1554.43,Processed
RET004377,ORD0049520,SKU012048,2025-12-17,wrong size ordered,248.75,Processed
RET004378,ORD0019770,SKU006074,2025-11-09,poor quality,952.18,Rejected
RET004379,ORD0041179,SKU009820,2025-06-03,different from website photo,429.29,Processed
RET004380,ORD0109423,SKU003412,2025-05-24,Not what I ordered,738.08,Processed
RET004381,ORD0023679,SKU005988,2025-08-21,found cheaper elsewhere,183.56,Processed
RET004382,ORD0086804,SKU010922,2026-05-01,size chart misleading,2074.82,Processed
RET004383,ORD0072796,SKU010830,2025-04-15,dont want it now,1226.7,Processed
RET004384,ORD0002701,SKU003145,2025-01-29,Doesn't fit properly,839.22,Pending
RET004385,ORD0050491,SKU008071,2026-02-05,Doesn't fit properly,515.54,Rejected
RET004386,ORD0075812,SKU006895,2026-03-23,received different product,360.85,Processed
RET004387,ORD0092600,SKU002935,2026-02-23,size too small,1307.76,Rejected
RET004388,ORD0063543,SKU001310,2026-06-20,wrong item sent,4250.61,Processed
RET004389,ORD0009555,SKU004477,2026-05-23,no longer needed,613.78,Processed
RET004390,ORD0020187,SKU004024,2026-05-05,item damaged,210.44,Rejected
RET004391,ORD0117402,SKU008170,2025-01-25,SIZE PROBLEM,527.27,Processed
RET004392,ORD0002936,SKU012047,2025-06-04,not durable,297.17,Processed
RET004393,ORD0019985,SKU004101,2026-05-21,different from website photo,114.99,Pending
RET004394,ORD0053430,SKU002967,2025-09-20,Quality issue,381.75,Processed
RET004395,ORD0026335,SKU011462,2025-03-21,fabric quality bad,546.1,Processed
RET004396,ORD0100492,SKU000043,2026-05-27,packaging torn item broken,1072.67,Processed
RET004397,ORD0089341,SKU003481,2025-11-27,colour different from image,303.65,Processed
RET004398,ORD0115380,SKU008480,2025-11-23,size too small,380.56,Processed
RET004399,ORD0117829,SKU001309,2025-04-06,size too small,808.2,Processed
RET004400,ORD0069641,SKU005245,2025-08-30,received different product,497.87,Rejected
RET004401,ORD0053866,SKU009889,2026-11-21,Quality issue,630.21,Pending
RET004402,ORD0026089,SKU004750,2025-07-21,packaging torn item broken,477.72,Processed
RET004403,ORD0075577,SKU011672,2025-11-04,product was cracked,349.17,Pending
RET004404,ORD0067815,SKU002992,2026-01-03,cheap material,196.95,Processed
RET004405,ORD0108685,SKU001670,2025-08-11,size too small,101.4,Processed
RET004406,ORD0043554,SKU010309,2025-12-22,didnt fit,2523.8,Processed
RET004407,ORD0017195,SKU009054,2025-02-24,cheap material,1017.58,Processed
RET004408,ORD0030316,SKU002850,2025-11-18,arrived damaged!!,585.94,Processed
RET004409,ORD0113613,SKU000874,2025-04-18,item damaged,453.93,Processed
RET004410,ORD0017188,SKU004837,2026-01-14,no longer needed,1179.88,Processed
RET004411,ORD0008794,SKU000674,2025-08-29,not working,503.06,Processed
RET004412,ORD0078491,SKU010570,2025-11-11,late delivery no longer needed,550.11,Processed
RET004413,ORD0036789,SKU009135,2025-08-22,wrong colour delivered,198.25,Processed
RET004414,ORD0015204,SKU012231,2025-10-27,arrived damaged!!,561.0,Pending
RET004415,ORD0030807,SKU012500,2025-02-11,wrong size ordered,1926.16,Processed
RET004416,ORD0031056,SKU002997,2025-09-26,received different product,812.19,Processed
RET004417,ORD0100986,SKU011041,2025-07-15,Size issue,149.54,Processed
RET004418,ORD0031359,SKU011903,2025-03-07,SIZE PROBLEM,1669.69,Processed
RET004419,ORD0110034,SKU002802,2025-05-13,product was cracked,2132.56,Processed
RET004420,ORD0053504,SKU003797,2026-11-30,found cheaper elsewhere,528.23,Processed
RET004421,ORD0037493,SKU009899,2026-05-11,broken on arrival,318.81,Processed
RET004422,ORD0041775,SKU007296,2025-11-01,poor quality,473.35,Processed
RET004423,ORD0078864,SKU004052,2026-07-07,Doesn't fit properly,270.14,Processed
RET004424,ORD0035522,SKU003854,2025-06-27,different from website photo,652.03,Processed
RET004425,ORD0103532,SKU008709,2025-11-06,Damaged in transit,1864.53,Processed
RET004426,ORD0062083,SKU005414,2026-06-07,not working,1082.53,Pending
RET004427,ORD0099200,SKU003901,2025-10-06,size chart misleading,334.42,Processed
RET004428,ORD0070064,SKU000849,2025-10-23,wrong size ordered,3307.41,Processed
RET004429,ORD0054470,SKU006836,2025-01-18,broken on arrival,581.47,Processed
RET004430,ORD0069424,SKU011782,2025-06-01,stopped working after a day,714.45,Pending
RET004431,ORD0061993,SKU002796,2025-09-24,ordered by mistake,325.67,Processed
RET004432,ORD0080546,SKU007151,2025-01-27,changed my mind,348.65,Processed
RET004433,ORD0100197,SKU010529,2025-11-04,received different product,456.69,Processed
RET004434,ORD0012357,SKU006754,2025-06-26,Doesn't fit properly,722.05,Processed
RET004435,ORD0093068,SKU000131,2026-04-10,item damaged,1060.5,Processed
RET004436,ORD0083196,SKU004901,2025-11-07,Size issue,412.22,Processed
RET004437,ORD0001095,SKU006298,2025-12-28,looks different online,1258.48,Processed
RET004438,ORD0045857,SKU011683,2026-05-24,Quality issue,496.5,Processed
RET004439,ORD0076260,SKU001271,2025-02-11,misleading description,1367.38,Processed
RET004440,ORD0093355,SKU006362,2025-06-19,misleading description,5467.88,Processed
RET004441,ORD0090336,SKU005994,2026-03-09,SIZE PROBLEM,498.63,Rejected
RET004442,ORD0045809,SKU002282,2026-02-18,wrong size ordered,219.63,Rejected
RET004443,ORD0036014,SKU008664,2025-08-30,defective piece,184.9,Processed
RET004444,ORD0114478,SKU011659,2026-05-18,Doesn't fit properly,1173.48,Processed
RET004445,ORD0059056,SKU011281,2026-06-19,arrived after event,474.39,Processed
RET004446,ORD0057583,SKU007274,2026-02-24,looks different online,423.8,Pending
RET004447,ORD0077506,SKU000240,2025-04-06,no longer needed,351.31,Processed
RET004448,ORD0031863,SKU001778,2025-09-22,late delivery no longer needed,1502.78,Processed
RET004449,ORD0094222,SKU001355,2025-11-26,Delayed delivery,2114.17,Processed
RET004450,ORD0052141,SKU005435,2025-03-01,poor quality,1046.94,Processed
RET004451,ORD0083731,SKU010211,2025-06-03,battery dead,1054.55,Processed
RET004452,ORD0002099,SKU001553,2025-03-30,Doesn't fit properly,328.58,Processed
RET004453,ORD0110761,SKU006576,2026-04-30,misleading description,489.12,Processed
RET004454,ORD0082798,SKU004780,2026-02-09,not durable,573.61,Processed
RET004455,ORD0021150,SKU010893,2025-03-06,size too small,475.07,Processed
RET004456,ORD0008376,SKU004229,2025-12-31,Size issue,322.87,Rejected
RET004457,ORD0109694,SKU001155,2026-03-02,packaging torn item broken,229.84,Processed
RET004458,ORD0039600,SKU007932,2025-11-16,fabric quality bad,2236.58,Processed
RET004459,ORD0083169,SKU007640,2025-07-23,Damaged in transit,150.41,Processed
RET004460,ORD0055750,SKU001937,2025-03-13,didnt fit,154.09,Processed
RET004461,ORD0041818,SKU010726,2025-05-09,item damaged,382.51,Processed
RET004462,ORD0020712,SKU005169,2025-08-07,different sku received,341.43,Processed
RET004463,ORD0025542,SKU011036,2025-02-12,product was cracked,408.8,Processed
RET004464,ORD0038803,SKU005723,2025-11-28,size chart misleading,352.82,Processed
RET004465,ORD0093148,SKU007489,2025-11-23,SIZE PROBLEM,358.3,Processed
RET004466,ORD0043318,SKU011728,2025-12-04,too tight,758.63,Processed
RET004467,ORD0080086,SKU004393,2026-03-10,Doesn't fit properly,779.78,Processed
RET004468,ORD0095207,SKU006170,2026-05-06,arrived after event,291.78,Processed
RET004469,ORD0049108,SKU004169,2025-08-11,didnt fit,1903.74,Processed
RET004470,ORD0053883,SKU000356,2026-06-11,too tight,714.0,Processed
RET004471,ORD0003689,SKU006962,2025-08-16,size too small,301.83,Processed
RET004472,ORD0056237,SKU009979,2026-06-01,too tight,960.91,Pending
RET004473,ORD0015636,SKU000653,2026-01-09,different from website photo,554.47,Processed
RET004474,ORD0015099,SKU007627,2026-12-07,misleading description,839.17,Processed
RET004475,ORD0072866,SKU000757,2025-08-15,didnt fit,163.18,Processed
RET004476,ORD0062265,SKU011684,2025-11-16,size chart misleading,127.22,Processed
RET004477,ORD0119630,SKU003895,2025-03-01,size too small,270.96,Processed
RET004478,ORD0007320,SKU001732,2025-09-09,didnt fit,463.84,Processed
RET004479,ORD0091980,SKU005122,2026-02-09,not durable,104.46,Pending
RET004480,ORD0043030,SKU003253,2025-08-04,size too small,947.42,Processed
RET004481,ORD0065892,SKU012093,2026-04-09,too tight,2844.41,Processed
RET004482,ORD0023910,SKU010782,2026-06-06,colour different from image,4902.71,Rejected
RET004483,ORD0110134,SKU001041,2025-03-03,quality not as expected,622.48,Pending
RET004484,ORD0117689,SKU003544,2026-03-01,found cheaper elsewhere,726.53,Processed
RET004485,ORD0085740,SKU006786,2025-08-02,too tight,718.84,Processed
RET004486,ORD0032384,SKU008066,2025-12-28,size too small,213.37,Processed
RET004487,ORD0042395,SKU011486,2026-03-05,dont want it now,991.92,Processed
RET004488,ORD0050085,SKU007241,2025-12-06,wrong size ordered,449.73,Processed
RET004489,ORD0072728,SKU000177,2026-11-07,wrong colour delivered,467.0,Pending
RET004490,ORD0000474,SKU001130,2025-03-29,poor quality,581.61,Processed
RET004491,ORD0118625,SKU007416,2025-11-16,product was cracked,1004.52,Processed
RET004492,ORD0105799,SKU009325,2026-05-09,SIZE PROBLEM,1400.61,Processed
RET004493,ORD0017652,SKU012014,2026-05-18,not durable,570.01,Processed
RET004494,ORD0003200,SKU000178,2026-01-22,size too small,784.49,Processed
RET004495,ORD0030774,SKU008264,2026-05-07,wrong size ordered,532.27,Processed
RET004496,ORD0093940,SKU002585,2025-07-12,battery dead,1054.73,Processed
RET004497,ORD0018287,SKU011713,2025-05-09,Quality issue,249.03,Processed
RET004498,ORD0006172,SKU000998,2025-05-28,delivered too late,704.23,Processed
RET004499,ORD0079603,SKU008086,2025-12-10,broken on arrival,218.42,Processed
RET004500,ORD0034121,SKU002540,2026-06-14,not durable,968.14,Processed
RET004501,ORD0106467,SKU000802,2026-01-10,poor quality,2147.02,Processed
RET004502,ORD0091372,SKU002202,2025-04-06,ordered by mistake,253.85,Processed
RET004503,ORD0033390,SKU001837,2025-11-16,broken on arrival,353.01,Processed
RET004504,ORD0104956,SKU006861,2026-01-06,found cheaper elsewhere,1105.91,Processed
RET004505,ORD0081451,SKU005621,2025-01-25,Delayed delivery,272.15,Processed
RET004506,ORD0022092,SKU001584,2025-07-22,different sku received,674.55,Processed
RET004507,ORD0027296,SKU000378,2025-02-23,ordered by mistake,750.46,Processed
RET004508,ORD0090283,SKU004912,2025-08-22,Size issue,508.08,Processed
RET004509,ORD0058917,SKU008465,2025-07-11,too tight,1216.78,Processed
RET004510,ORD0112469,SKU004862,2026-10-15,poor quality,663.63,Processed
RET004511,ORD0053458,SKU012258,2026-03-24,found cheaper elsewhere,989.79,Processed
RET004512,ORD0044367,SKU008046,2025-01-16,wrong colour delivered,678.91,Processed
RET004513,ORD0102924,SKU003963,2025-03-21,ordered by mistake,319.45,Processed
RET004514,ORD0091915,SKU007037,2026-05-15,broken on arrival,359.35,Processed
RET004515,ORD0040464,SKU007590,2026-04-12,poor quality,1678.19,Rejected
RET004516,ORD0112420,SKU004950,2025-01-10,delivered too late,635.31,Processed
RET004517,ORD0094364,SKU011984,2025-09-25,size too small,1190.57,Processed
RET004518,ORD0025055,SKU002314,2025-03-15,Size issue,208.82,Pending
RET004519,ORD0007577,SKU000927,2025-07-23,packaging torn item broken,416.45,Processed
RET004520,ORD0034173,SKU000661,2026-03-11,size chart misleading,219.41,Processed
RET004521,ORD0079691,SKU003824,2025-06-06,Quality issue,739.4,Processed
RET004522,ORD0114713,SKU009197,2026-06-15,didnt fit,647.77,Pending
RET004523,ORD0052148,SKU002282,2026-06-18,changed my mind,1375.54,Processed
RET004524,ORD0067218,SKU011861,2025-09-04,item damaged,1362.73,Processed
RET004525,ORD0045381,SKU000262,2026-01-17,Doesn't fit properly,1266.53,Processed
RET004526,ORD0042863,SKU011313,2025-06-17,no longer needed,265.01,Processed
RET004527,ORD0035985,SKU004679,2025-11-11,Doesn't fit properly,191.53,Processed
RET004528,ORD0056921,SKU005544,2026-11-03,too tight,774.67,Processed
RET004529,ORD0082118,SKU001278,2025-10-07,Quality issue,429.03,Processed
RET004530,ORD0005478,SKU008888,2026-01-09,not durable,435.02,Processed
RET004531,ORD0088130,SKU005237,2026-02-28,poor quality,703.5,Processed
RET004532,ORD0110815,SKU005402,2026-10-07,poor quality,181.1,Processed
RET004533,ORD0085262,SKU007175,2026-06-19,cheap material,546.31,Pending
RET004534,ORD0037200,SKU006983,2025-10-12,item damaged,411.79,Processed
RET004535,ORD0033132,SKU008865,2026-04-17,poor quality,691.54,Pending
RET004536,ORD0106336,SKU000890,2025-10-10,colour different from image,446.39,Processed
RET004537,ORD0006648,SKU002409,2025-04-09,cheap material,413.01,Processed
RET004538,ORD0058035,SKU005974,2026-06-01,wrong size ordered,1107.35,Processed
RET004539,ORD0049009,SKU011380,2026-02-04,not as described,273.72,Processed
RET004540,ORD0109851,SKU003301,2025-04-24,arrived after event,478.92,Processed
RET004541,ORD0092007,SKU002789,2025-09-24,didnt fit,202.4,Processed
RET004542,ORD0011308,SKU011832,2026-02-03,Delayed delivery,207.85,Processed
RET004543,ORD0110781,SKU001826,2025-08-19,fabric quality bad,393.19,Processed
RET004544,ORD0047472,SKU008247,2025-09-06,didnt fit,1372.0,Processed
RET004545,ORD0073831,SKU003544,2025-06-06,Not what I ordered,407.75,Pending
RET004546,ORD0004689,SKU006613,2025-01-21,too tight,691.96,Processed
RET004547,ORD0117278,SKU006050,2026-03-20,changed my mind,643.57,Processed
RET004548,ORD0092989,SKU002855,2025-10-04,battery dead,612.09,Processed
RET004549,ORD0044995,SKU009572,2025-03-07,broken on arrival,410.37,Pending
RET004550,ORD0060394,SKU000694,2025-11-16,changed my mind,655.75,Pending
RET004551,ORD0115674,SKU002891,2025-04-22,Size issue,309.04,Processed
RET004552,ORD0007665,SKU007376,2026-06-13,stopped working after a day,136.97,Processed
RET004553,ORD0020793,SKU005156,2026-02-02,not durable,211.51,Processed
RET004554,ORD0081360,SKU000697,2025-11-21,different from website photo,1051.12,Processed
RET004555,ORD0073395,SKU008594,2025-05-28,late delivery no longer needed,134.13,Processed
RET004556,ORD0031113,SKU005280,2026-03-24,Size issue,423.49,Processed
RET004557,ORD0107627,SKU005565,2025-12-06,dont want it now,839.68,Processed
RET004558,ORD0030341,SKU010557,2025-08-06,arrived damaged!!,475.11,Processed
RET004559,ORD0081451,SKU009480,2025-02-15,looks different online,255.18,Processed
RET004560,ORD0119881,SKU007229,2026-02-25,didnt fit,332.7,Processed
RET004561,ORD0067791,SKU008636,2025-10-18,arrived damaged!!,182.71,Processed
RET004562,ORD0013000,SKU004244,2026-03-08,didnt fit,271.99,Pending
RET004563,ORD0044358,SKU004853,2026-03-04,Damaged in transit,536.59,Processed
RET004564,ORD0060311,SKU008835,2025-11-24,looks different online,2434.13,Processed
RET004565,ORD0030458,SKU007060,2025-08-24,didnt fit,452.73,Processed
RET004566,ORD0101387,SKU005178,2025-12-22,battery dead,1906.1,Processed
RET004567,ORD0091461,SKU004980,2025-11-15,stopped working after a day,123.53,Processed
RET004568,ORD0042223,SKU004282,2025-05-24,wrong colour delivered,357.83,Processed
RET004569,ORD0070004,SKU003740,2025-06-25,SIZE PROBLEM,557.6,Processed
RET004570,ORD0040896,SKU007070,2026-11-14,different from website photo,357.95,Processed
RET004571,ORD0079485,SKU008868,2026-03-01,packaging torn item broken,993.05,Processed
RET004572,ORD0037552,SKU000809,2025-04-04,quality not as expected,87.52,Processed
RET004573,ORD0010499,SKU010183,2025-05-10,Not what I ordered,1872.62,Processed
RET004574,ORD0060968,SKU008647,2025-08-26,Not what I ordered,590.35,Processed
RET004575,ORD0025565,SKU012413,2026-04-04,size too small,301.95,Processed
RET004576,ORD0073204,SKU012153,2025-07-18,ordered by mistake,217.95,Processed
RET004577,ORD0098540,SKU000378,2026-07-01,packaging torn item broken,485.45,Processed
RET004578,ORD0072316,SKU010127,2025-11-21,didnt fit,257.44,Processed
RET004579,ORD0018512,SKU003992,2025-04-13,defective piece,916.42,Processed
RET004580,ORD0070675,SKU010008,2026-07-01,received different product,1067.25,Processed
RET004581,ORD0014945,SKU004013,2026-01-27,battery dead,688.29,Processed
RET004582,ORD0046891,SKU000659,2026-04-09,not durable,827.25,Processed
RET004583,ORD0080308,SKU000463,2025-08-03,Quality issue,244.29,Processed
RET004584,ORD0041001,SKU011926,2026-03-08,ordered by mistake,567.46,Processed
RET004585,ORD0065569,SKU003309,2025-11-11,cheap material,1131.52,Processed
RET004586,ORD0080941,SKU000047,2026-05-11,wrong size ordered,531.86,Processed
RET004587,ORD0118449,SKU004331,2025-04-21,not working,318.66,Processed
RET004588,ORD0028682,SKU010229,2025-12-08,broken on arrival,1708.25,Processed
RET004589,ORD0076607,SKU007098,2025-01-11,item damaged,1193.37,Processed
RET004590,ORD0028669,SKU005981,2025-10-01,item damaged,333.46,Processed
RET004591,ORD0059806,SKU001653,2025-04-03,quality not as expected,252.29,Processed
RET004592,ORD0109851,SKU007896,2025-05-01,item damaged,245.75,Rejected
RET004593,ORD0067687,SKU011042,2025-02-14,not working,605.27,Processed
RET004594,ORD0029790,SKU005461,2026-11-05,device faulty,941.77,Processed
RET004595,ORD0056663,SKU009293,2026-03-06,not as described,697.51,Processed
RET004596,ORD0044449,SKU005773,2025-12-18,not working,761.88,Processed
RET004597,ORD0000052,SKU004709,2026-01-26,product was cracked,236.18,Processed
RET004598,ORD0046374,SKU010072,2026-01-03,Damaged in transit,1570.54,Pending
